frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
427, 0, 26.750, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
428, 0, 26.759, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
429, 0, 26.811, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
430, 0, 26.819, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
431, 0, 26.881, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
432, 0, 26.890, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
433, 0, 26.937, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
434, 0, 26.985, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
435, 0, 26.992, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
436, 0, 27.049, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
437, 0, 27.058, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
438, 0, 27.111, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
439, 0, 27.118, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
440, 0, 27.176, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
441, 0, 27.224, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
442, 0, 27.234, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
443, 0, 27.290, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
444, 0, 27.301, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
445, 0, 27.351, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
446, 0, 27.369, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
447, 0, 27.434, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
448, 0, 27.467, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
449, 0, 27.476, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
450, 0, 27.528, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
451, 0, 27.542, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
452, 0, 27.597, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
453, 0, 27.606, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
454, 0, 27.657, 0.88, 1, 0.74, 0.00, 0.47, 0.00, 0.00, 1.76, 1.33, 0.18, 0.00, 0.27, 1.26, 1.19, 0.17, 1.16, 0.21, 0.31, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
455, 0, 27.741, 0.88, 1, 0.78, 0.00, 0.55, 0.00, 0.00, 2.40, 1.43, 0.17, 0.00, 0.00, 1.31, 1.16, 0.42, 0.99, 0.22, 0.23, 0.00, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
456, 0, 27.777, 0.88, 1, 0.71, 0.00, 0.49, 0.00, 0.03, 2.10, 1.41, 0.12, 0.00, 0.00, 1.57, 1.49, 0.15, 1.31, 0.26, 0.14, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
457, 0, 27.835, 0.88, 1, 0.52, 0.00, 0.46, 0.00, 0.00, 2.24, 1.71, 0.30, 0.03, 0.03, 1.47, 1.13, 0.05, 1.25, 0.09, 0.49, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
458, 0, 27.927, 0.88, 1, 0.37, 0.00, 0.25, 0.00, 0.00, 1.87, 1.59, 0.17, 0.02, 0.00, 1.05, 1.20, 0.00, 1.04, 0.22, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
459, 0, 27.963, 0.98, 1, 0.45, 0.00, 0.47, 0.00, 0.04, 2.55, 1.79, 0.10, 0.20, 0.00, 1.01, 0.88, 0.12, 0.97, 0.50, 0.01, 0.36, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
460, 0, 28.050, 0.98, 1, 0.00, 0.00, 0.40, 0.00, 0.25, 2.15, 1.52, 0.00, 0.58, 0.18, 0.85, 0.84, 0.09, 1.24, 0.46, 0.00, 0.12, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
461, 0, 28.133, 0.98, 1, 0.00, 0.00, 0.33, 0.58, 0.43, 2.04, 1.42, 0.00, 0.40, 0.02, 0.95, 0.61, 0.29, 1.16, 0.67, 0.06, 0.33, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
462, 0, 28.214, 0.88, 1, 0.00, 0.00, 0.43, 0.77, 0.38, 1.04, 1.57, 0.91, 0.63, 0.87, 0.79, 0.44, 0.00, 0.87, 1.13, 0.00, 0.63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
463, 0, 28.289, 0.88, 1, 0.00, 0.00, 0.10, 0.74, 0.58, 1.78, 1.63, 0.90, 0.79, 0.91, 0.75, 0.19, 0.00, 1.20, 0.57, 0.00, 0.69, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
464, 0, 28.353, 0.98, 1, 0.00, 0.00, 0.00, 0.79, 0.49, 1.10, 1.54, 0.76, 0.97, 0.38, 0.86, 0.12, 0.16, 1.24, 0.73, 0.00, 0.47, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
465, 0, 28.441, 0.98, 1, 0.00, 0.00, 0.00, 1.20, 0.42, 0.00, 1.30, 1.16, 0.78, 0.38, 0.93, 0.33, 0.17, 1.02, 0.92, 0.00, 0.21, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
466, 0, 28.532, 0.98, 1, 0.00, 0.00, 0.00, 1.36, 0.10, 0.09, 1.22, 0.71, 0.41, 0.02, 0.85, 0.67, 0.31, 0.83, 0.71, 0.00, 0.00, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
467, 0, 28.608, 0.98, 1, 0.00, 0.00, 0.00, 1.48, 0.12, 0.42, 0.97, 0.37, 0.41, 0.06, 1.66, 1.33, 0.00, 0.97, 0.37, 1.02, 0.00, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
468, 0, 28.719, 0.98, 1, 0.00, 0.00, 0.00, 0.74, 0.06, 1.46, 1.13, 0.03, 0.31, 0.26, 1.32, 1.03, 0.03, 0.46, 0.38, 0.17, 1.74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
469, 0, 28.896, 0.98, 1, 0.00, 0.00, 0.25, 0.38, 0.00, 1.18, 1.70, 0.00, 0.16, 0.21, 1.29, 0.47, 0.00, 0.31, 0.63, 0.29, 0.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
470, 0, 28.939, 0.98, 1, 0.00, 0.00, 0.00, 0.19, 0.04, 0.77, 1.69, 0.00, 0.10, 0.47, 1.57, 0.61, 0.00, 0.21, 0.54, 0.29, 0.66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
471, 0, 28.996, 0.98, 1, 0.16, 0.00, 0.00, 1.01, 0.00, 1.26, 1.62, 0.00, 0.00, 0.30, 1.65, 1.15, 0.00, 0.00, 0.81, 0.58, 0.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
472, 0, 29.049, 0.88, 1, 0.16, 0.00, 0.00, 0.52, 0.00, 1.04, 1.55, 0.00, 0.00, 0.07, 1.87, 0.96, 0.00, 0.00, 0.67, 0.73, 0.37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
473, 0, 29.097, 0.98, 1, 0.26, 0.03, 0.00, 0.29, 0.00, 1.25, 1.49, 0.01, 0.00, 0.34, 1.71, 1.18, 0.00, 0.41, 0.54, 0.43, 0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
474, 0, 29.177, 0.88, 1, 0.41, 0.04, 0.10, 0.20, 0.00, 1.39, 1.55, 0.00, 0.07, 0.23, 1.52, 1.12, 0.06, 0.44, 0.62, 0.45, 0.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
475, 0, 29.231, 0.98, 1, 0.03, 0.00, 0.39, 0.27, 0.00, 1.52, 1.53, 0.02, 0.26, 0.14, 1.27, 1.13, 0.51, 0.60, 0.58, 0.46, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
476, 0, 29.276, 0.98, 1, 0.00, 0.00, 0.18, 0.00, 0.09, 0.86, 1.34, 0.00, 0.48, 0.42, 1.63, 1.10, 0.12, 1.18, 0.10, 0.37, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
477, 0, 29.339, 0.98, 1, 0.02, 0.00, 0.12, 0.42, 0.31, 0.99, 1.39, 0.30, 0.29, 0.17, 1.85, 1.35, 0.02, 1.18, 0.18, 0.41, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
478, 0, 29.392, 0.98, 1, 0.07, 0.00, 0.00, 0.00, 0.20, 1.92, 1.33, 0.24, 0.35, 0.33, 1.77, 1.56, 0.00, 0.86, 0.21, 0.66, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
479, 0, 29.499, 0.98, 1, 0.62, 0.56, 0.04, 0.13, 0.00, 1.62, 1.31, 0.23, 0.00, 0.17, 1.79, 1.56, 0.17, 0.99, 0.09, 0.46, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
480, 0, 29.618, 0.88, 1, 0.56, 0.88, 0.19, 0.59, 0.00, 1.40, 1.49, 0.11, 0.00, 0.21, 1.64, 1.51, 0.20, 0.61, 0.29, 0.21, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
481, 0, 29.666, 0.88, 1, 0.45, 0.84, 0.01, 0.34, 0.00, 0.89, 1.34, 0.00, 0.00, 0.48, 1.66, 1.74, 0.04, 0.72, 0.27, 0.36, 0.32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
482, 0, 29.760, 0.88, 1, 0.44, 0.89, 0.21, 0.38, 0.00, 1.17, 1.53, 0.00, 0.00, 0.18, 1.77, 1.80, 0.48, 0.71, 0.45, 0.27, 0.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
483, 0, 29.801, 0.88, 1, 0.49, 0.80, 0.01, 0.51, 0.00, 1.56, 1.52, 0.05, 0.00, 0.00, 1.69, 1.60, 0.39, 0.72, 0.33, 0.27, 0.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
484, 0, 29.842, 0.88, 1, 0.81, 1.04, 0.41, 0.54, 0.00, 1.65, 1.64, 0.00, 0.00, 0.33, 1.31, 1.39, 0.14, 0.68, 0.46, 0.07, 0.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
485, 0, 29.905, 0.88, 1, 0.82, 0.94, 0.34, 0.54, 0.00, 1.23, 1.38, 0.00, 0.00, 0.20, 1.64, 1.62, 0.29, 0.90, 0.20, 0.35, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
486, 0, 29.948, 0.88, 1, 0.73, 0.37, 0.00, 0.51, 0.00, 1.24, 1.55, 0.11, 0.00, 0.06, 1.19, 1.59, 0.47, 1.02, 0.28, 0.48, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
487, 0, 29.994, 0.88, 1, 0.60, 0.49, 0.28, 0.38, 0.00, 1.70, 1.48, 0.19, 0.11, 0.05, 1.30, 1.69, 0.24, 0.74, 0.41, 0.63, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
488, 0, 30.033, 0.88, 1, 0.57, 0.58, 0.24, 0.30, 0.00, 1.75, 1.50, 0.24, 0.12, 0.08, 1.34, 1.77, 0.26, 0.74, 0.44, 0.48, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
489, 0, 30.067, 0.88, 1, 0.44, 0.29, 0.20, 0.30, 0.00, 1.85, 1.47, 0.29, 0.03, 0.28, 1.41, 1.79, 0.51, 0.88, 0.44, 0.28, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
490, 0, 30.108, 0.88, 1, 0.61, 0.62, 0.05, 0.55, 0.00, 1.56, 1.47, 0.26, 0.01, 0.24, 1.45, 1.39, 0.22, 0.89, 0.48, 0.50, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
491, 0, 30.168, 0.88, 1, 0.79, 0.80, 0.11, 0.10, 0.00, 1.50, 1.35, 0.20, 0.00, 0.00, 1.47, 1.59, 0.09, 0.82, 0.49, 0.65, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
492, 0, 30.201, 0.98, 1, 0.76, 0.75, 0.16, 0.00, 0.00, 1.48, 1.31, 0.05, 0.00, 0.00, 1.55, 1.73, 0.25, 0.78, 0.36, 0.57, 0.10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
493, 0, 30.231, 0.98, 1, 0.57, 0.38, 0.18, 0.01, 0.00, 1.34, 1.38, 0.50, 0.00, 0.00, 1.28, 1.60, 0.27, 0.84, 0.40, 0.51, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
494, 0, 30.298, 0.88, 1, 0.53, 0.25, 0.26, 0.10, 0.02, 1.55, 1.46, 0.08, 0.00, 0.00, 1.75, 1.69, 0.36, 0.78, 0.06, 1.10, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
495, 0, 30.342, 0.88, 1, 0.53, 0.22, 0.13, 0.13, 0.00, 1.35, 1.36, 0.22, 0.00, 0.00, 1.62, 1.57, 0.34, 0.77, 0.26, 0.98, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
496, 0, 30.384, 0.88, 1, 0.50, 0.38, 0.00, 0.11, 0.00, 1.52, 1.26, 0.31, 0.00, 0.00, 1.39, 1.64, 0.43, 0.83, 0.04, 0.77, 0.00, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
497, 0, 30.420, 0.88, 1, 0.43, 0.97, 0.30, 0.33, 0.03, 0.83, 1.59, 0.23, 0.00, 0.10, 1.25, 1.54, 0.48, 1.00, 0.07, 0.46, 0.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
