frame,faceId,timeStamp,confidence,success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,Class
8225, 0, 332.370, 0.98, 1, 1.70, 1.82, 3.53, 0.32, 1.27, 3.18, 1.37, 1.16, 0.22, 0.59, 1.65, 1.89, 0.09, 1.48, 0.37, 0.45, 0.88, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0,Angry
8226, 0, 332.420, 0.98, 1, 1.67, 1.54, 3.42, 0.28, 1.20, 3.30, 1.22, 1.19, 0.16, 0.73, 1.48, 1.71, 0.00, 1.45, 0.31, 0.39, 1.02, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0,Angry
8227, 0, 332.449, 0.98, 1, 1.54, 1.47, 3.67, 0.41, 1.24, 3.57, 1.39, 1.29, 0.19, 0.52, 1.37, 1.51, 0.00, 1.41, 0.49, 0.49, 0.92, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0,Angry
8228, 0, 332.490, 0.98, 1, 1.57, 1.53, 3.50, 0.02, 1.27, 3.50, 1.38, 1.25, 0.20, 0.57, 1.53, 1.67, 0.09, 1.53, 0.37, 0.29, 0.68, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0,Angry
8229, 0, 332.528, 0.98, 1, 1.70, 1.52, 3.65, 0.38, 1.22, 3.28, 1.29, 1.12, 0.23, 0.50, 1.61, 1.63, 0.08, 1.46, 0.36, 0.55, 0.78, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8230, 0, 332.570, 0.98, 1, 1.52, 1.55, 3.66, 0.20, 1.21, 3.50, 1.42, 1.10, 0.18, 0.39, 1.36, 1.67, 0.10, 1.54, 0.18, 0.50, 1.00, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8231, 0, 332.607, 0.98, 1, 1.54, 1.24, 3.46, 0.43, 1.31, 3.29, 1.27, 1.30, 0.19, 0.54, 1.56, 1.51, 0.13, 1.51, 0.21, 0.46, 1.00, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8231, 0, 332.607, 0.98, 1, 1.54, 1.24, 3.46, 0.43, 1.31, 3.29, 1.27, 1.30, 0.19, 0.54, 1.56, 1.51, 0.13, 1.51, 0.21, 0.46, 1.00, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8232, 0, 332.644, 0.98, 1, 1.56, 1.54, 3.64, 0.36, 1.31, 3.55, 1.29, 1.15, 0.14, 0.70, 1.74, 1.68, 0.05, 1.51, 0.34, 0.49, 0.85, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8233, 0, 332.691, 0.98, 1, 1.75, 1.48, 3.59, 0.41, 1.31, 3.84, 1.39, 1.25, 0.17, 0.38, 1.51, 1.49, 0.00, 1.51, 0.27, 0.38, 0.82, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8234, 0, 332.720, 0.98, 1, 1.40, 1.36, 3.41, 0.38, 1.27, 3.40, 1.22, 1.17, 0.15, 0.60, 1.39, 1.47, 0.08, 1.51, 0.63, 0.58, 0.82, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8235, 0, 332.768, 0.98, 1, 1.44, 1.72, 3.48, 0.69, 1.24, 3.72, 1.40, 1.03, 0.11, 0.59, 1.49, 1.63, 0.06, 1.49, 0.63, 0.53, 0.64, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8236, 0, 332.822, 0.98, 1, 1.62, 1.96, 3.61, 0.51, 1.23, 3.61, 1.34, 1.04, 0.19, 0.54, 1.55, 1.42, 0.23, 1.47, 0.50, 0.32, 0.78, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8237, 0, 332.848, 0.98, 1, 1.48, 1.84, 3.43, 0.36, 1.25, 3.14, 1.21, 1.17, 0.10, 0.64, 1.58, 1.54, 0.27, 1.59, 0.38, 0.54, 0.66, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8238, 0, 332.881, 0.98, 1, 1.73, 1.75, 3.71, 0.08, 1.20, 3.52, 1.28, 1.19, 0.19, 0.51, 1.73, 1.80, 0.27, 1.53, 0.34, 0.34, 0.57, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8239, 0, 332.928, 0.98, 1, 1.58, 1.73, 3.62, 0.45, 1.24, 3.72, 1.31, 1.16, 0.21, 0.62, 1.52, 1.51, 0.23, 1.55, 0.40, 0.30, 0.70, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0,Angry
8240, 0, 332.959, 0.98, 1, 1.63, 1.38, 3.54, 0.14, 1.17, 3.59, 1.26, 0.92, 0.10, 0.30, 1.33, 1.41, 0.15, 1.47, 0.44, 0.57, 0.50, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8241, 0, 333.011, 0.98, 1, 1.60, 1.55, 3.84, 0.19, 1.17, 3.17, 1.27, 1.31, 0.24, 0.46, 1.39, 1.45, 0.00, 1.45, 0.40, 0.44, 0.81, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8242, 0, 333.059, 0.98, 1, 1.53, 1.70, 3.57, 0.41, 1.19, 3.58, 1.24, 0.97, 0.14, 0.59, 1.45, 1.58, 0.19, 1.55, 0.30, 0.46, 0.89, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0,Angry
8243, 0, 333.089, 0.98, 1, 1.61, 1.20, 3.67, 0.32, 1.38, 3.51, 1.34, 1.27, 0.29, 0.50, 1.56, 1.47, 0.17, 1.46, 0.39, 0.37, 0.87, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8244, 0, 333.134, 0.98, 1, 1.66, 1.63, 3.54, 0.39, 1.25, 3.57, 1.30, 1.30, 0.20, 0.40, 1.56, 1.56, 0.08, 1.53, 0.28, 0.38, 0.40, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8245, 0, 333.167, 0.98, 1, 1.49, 1.25, 3.44, 0.56, 1.15, 3.39, 1.22, 1.08, 0.20, 0.41, 1.41, 1.50, 0.00, 1.47, 0.33, 0.71, 0.82, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8246, 0, 333.197, 0.98, 1, 1.53, 1.20, 3.44, 0.44, 1.14, 3.51, 1.25, 1.09, 0.18, 0.37, 1.46, 1.50, 0.00, 1.47, 0.25, 0.72, 0.93, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,Angry
8247, 0, 333.222, 0.98, 1, 1.54, 1.62, 3.55, 0.49, 1.17, 3.20, 1.35, 1.18, 0.16, 0.52, 1.65, 1.64, 0.11, 1.49, 0.52, 0.44, 0.81, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0,Angry
