frame; face_id; timestamp; confidence; success; AU01_r; AU02_r; AU04_r; AU05_r; AU06_r; AU07_r; AU09_r; AU10_r; AU12_r; AU14_r; AU15_r; AU17_r; AU20_r; AU23_r; AU25_r; AU26_r; AU45_r; AU01_c; AU02_c; AU04_c; AU05_c; AU06_c; AU07_c; AU09_c; AU10_c; AU12_c; AU14_c; AU15_c; AU17_c; AU20_c; AU23_c; AU25_c; AU26_c; AU28_c; AU45_c;emotion
167;0;8.142;0.98;1;0;1.38;2.69;0.16;0;0.04;0;0.01;0;0.16;0;0;0;0.46;0;0.15;0.33;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
168;0;8.196;0.98;1;0;1.63;2.78;0.25;0;0.04;0;0.01;0;0.24;0.06;0;0;0.46;0;0.16;0.38;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
169;0;8.226;0.98;1;0;1.55;2.67;0.49;0;0;0;0;0;0.18;0.12;0.06;0.07;0.41;0;0.07;0.41;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
170;0;8.267;0.98;1;0;1.5;2.62;0.64;0;0;0;0;0;0.15;0.23;0.12;0.07;0.38;0.01;0.02;0.48;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
171;0;8.295;0.98;1;0;1.24;2.54;0.63;0;0;0;0.03;0;0.04;0.18;0.12;0.07;0.39;0.04;0.04;0.62;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
172;0;8.347;0.98;1;0;1.23;2.55;0.62;0;0.01;0;0.07;0;0.03;0.15;0.06;0;0.43;0.09;0.09;0.78;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Disgust
173;0;8.381;0.98;1;0;1.13;2.56;0.48;0;0.01;0;0.07;0;0;0.06;0;0;0.42;0.18;0.09;0.96;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Disgust
174;0;8.437;0.98;1;0;1.27;2.61;0.45;0;0.01;0;0.03;0;0.04;0.05;0;0.08;0.4;0.15;0.05;1.03;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Disgust
175;0;8.48;0.98;1;0;1.16;2.59;0.31;0;0;0;0;0;0.04;0.02;0;0.13;0.32;0.16;0;0.95;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
176;0;8.542;0.98;1;0;1.08;2.55;0.33;0;0;0;0;0;0.04;0;0;0.16;0.29;0.13;0;0.82;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
177;0;8.591;0.98;1;0;0.92;2.31;0.16;0;0;0;0;0;0.04;0.11;0.03;0.15;0.2;0.25;0.04;0.69;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
178;0;8.628;0.98;1;0;0.94;2.43;0.07;0;0;0;0;0;0.04;0.11;0.03;0.1;0.13;0.33;0.08;0.71;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
179;0;8.669;0.98;1;0;0.87;2.47;0;0;0;0;0;0;0.04;0.15;0.03;0.09;0.03;0.39;0.12;0.72;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
180;0;8.698;0.98;1;0;0.58;2.81;0;0;0.12;0.03;0;0;0;0.08;0.02;0.01;0.02;0.3;0.09;0.8;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
181;0;8.732;0.98;1;0;0.27;2.9;0;0;0.33;0.03;0;0;0;0.08;0.07;0.01;0.1;0.17;0.12;0.72;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
182;0;8.815;0.98;1;0;0.1;3.01;0.11;0;0.41;0.03;0;0;0;0.05;0.15;0;0.1;0.18;0.21;0.76;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
183;0;8.882;0.98;1;0;0.05;3.01;0.11;0;0.34;0;0;0;0;0.01;0.16;0;0.19;0.25;0.21;0.64;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
184;0;8.94;0.98;1;0;0.05;2.98;0.11;0;0.19;0;0;0;0;0.01;0.11;0;0.21;0.36;0.14;0.73;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
185;0;8.988;0.98;1;0;0;2.95;0;0;0.23;0;0;0;0;0;0.04;0;0.3;0.24;0.04;0.72;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
186;0;9.032;0.98;1;0;0;2.97;0;0;0.24;0;0;0;0;0.02;0.07;0.04;0.27;0.24;0.08;0.69;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
187;0;9.078;0.98;1;0;0;3.02;0;0;0.41;0;0.03;0;0;0.02;0.11;0.04;0.23;0.19;0.18;0.56;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
188;0;9.131;0.98;1;0;0;3.06;0.08;0;0.52;0;0.03;0;0;0.03;0.13;0.04;0.25;0.22;0.25;0.53;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
189;0;9.197;0.98;1;0;0;3.04;0.17;0;0.73;0;0.03;0;0.01;0.03;0.1;0;0.28;0.2;0.31;0.58;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
190;0;9.251;0.98;1;0;0;3.01;0.17;0;0.71;0;0;0;0.01;0.02;0.18;0;0.28;0.16;0.32;0.52;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
191;0;9.285;0.98;1;0;0;2.94;0.16;0;0.68;0;0.01;0;0.01;0.02;0.19;0;0.26;0.15;0.34;0.55;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
192;0;9.34;0.98;1;0;0;2.91;0.14;0;0.56;0;0.01;0;0;0.06;0.21;0;0.23;0.2;0.36;0.63;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
193;0;9.388;0.98;1;0;0;3.05;0.14;0;0.56;0;0.01;0;0;0.07;0.21;0;0.22;0.35;0.34;0.76;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
194;0;9.425;0.98;1;0;0;3.27;0.22;0;0.63;0;0.01;0;0;0.06;0.21;0.02;0.16;0.3;0.3;0.71;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
195;0;9.47;0.98;1;0;0;3.46;0.31;0;0.71;0;0;0;0;0.01;0.2;0.05;0.1;0.2;0.24;0.61;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
196;0;9.528;0.98;1;0.05;0.01;3.45;0.34;0;0.55;0;0;0;0;0.09;0.11;0.07;0.12;0.06;0.18;0.64;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
197;0;9.56;0.98;1;0.07;0.01;3.32;0.23;0;0.45;0;0;0;0;0.09;0.16;0.05;0.21;0.07;0.17;0.67;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
198;0;9.595;0.98;1;0.07;0.01;3.18;0.1;0;0.37;0;0;0;0;0.09;0.18;0.02;0.31;0.07;0.17;0.69;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
199;0;9.642;0.98;1;0.05;0;3.05;0.07;0;0.49;0;0;0;0;0.02;0.26;0.02;0.31;0.09;0.23;0.54;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
200;0;9.701;0.98;1;0.03;0;3.09;0.05;0;0.42;0;0;0;0;0.1;0.24;0.11;0.3;0.13;0.21;0.3;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Disgust
1;0;0.368;0.98;1;0;0;0.84;0;0;0;0;0;0.13;0.06;0;0.48;0;0.02;0;0.14;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
2;0;0.66;0.98;1;0;0;0.62;0;0;0;0;0;0.1;0.04;0;0.42;0;0.01;0.02;0.22;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
3;0;0.715;0.98;1;0;0;0.61;0;0;0;0;0;0.07;0.06;0;0.4;0;0;0.02;0.27;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
4;0;0.756;0.98;1;0;0;0.67;0;0;0;0;0;0.08;0.06;0;0.44;0;0;0;0.35;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
5;0;0.787;0.98;1;0;0;0.64;0;0;0;0;0;0.13;0.04;0;0.48;0;0;0.01;0.41;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
6;0;0.845;0.98;1;0;0;0.59;0;0;0;0;0;0.18;0;0;0.5;0;0;0.03;0.47;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
7;0;0.901;0.98;1;0;0;0.59;0;0;0;0;0;0.18;0.05;0.02;0.54;0;0;0.03;0.41;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
8;0;0.933;0.98;1;0;0;0.56;0;0;0;0;0;0.16;0.1;0.04;0.48;0;0.01;0.02;0.42;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
9;0;0.989;0.98;1;0;0;0.52;0;0;0;0;0;0.13;0.18;0.05;0.44;0;0.02;0.01;0.42;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
10;0;1.02;0.98;1;0.03;0.01;0.71;0;0;0;0;0;0.17;0.13;0.04;0.3;0;0.02;0.06;0.49;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
11;0;1.055;0.98;1;0.07;0.01;0.82;0;0;0;0;0;0.2;0.08;0.01;0.32;0;0.01;0.06;0.37;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
12;0;1.118;0.98;1;0.11;0.01;0.94;0;0;0;0;0;0.22;0;0;0.33;0;0;0.04;0.26;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
13;0;1.177;0.98;1;0.17;0;1;0;0;0;0.03;0;0.18;0;0;0.3;0;0;0.03;0.12;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
14;0;1.21;0.98;1;0.15;0;0.94;0;0;0;0.03;0;0.15;0;0;0.28;0;0;0.05;0.16;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
15;0;1.242;0.98;1;0.13;0;0.87;0;0;0;0.03;0;0.12;0;0;0.25;0;0;0.06;0.18;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
16;0;1.275;0.98;1;0.1;0;0.8;0;0;0;0;0;0.1;0;0;0.38;0.06;0;0.03;0.3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
17;0;1.308;0.98;1;0.16;0;0.9;0;0;0;0;0;0.11;0;0;0.42;0.11;0;0.01;0.34;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
18;0;1.339;0.98;1;0.16;0;1.04;0;0;0;0;0;0.15;0;0;0.49;0.11;0;0;0.26;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
19;0;1.387;0.98;1;0.13;0;1.07;0;0;0;0;0;0.17;0;0;0.47;0.05;0;0;0.15;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
20;0;1.422;0.98;1;0.11;0;1.12;0;0;0;0;0;0.21;0.03;0;0.56;0;0;0;0.13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
21;0;1.452;0.98;1;0.14;0;1.09;0;0;0;0;0;0.17;0.03;0;0.55;0;0;0;0.24;0.09;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
22;0;1.52;0.98;1;0.16;0.02;1.07;0;0;0;0;0;0.13;0.03;0;0.55;0;0;0;0.35;0.17;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
23;0;1.568;0.98;1;0.1;0.02;0.97;0.05;0;0;0;0;0.08;0;0;0.49;0;0;0.03;0.3;0.17;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
24;0;1.603;0.98;1;0.1;0.02;0.97;0.05;0;0;0;0;0.06;0;0;0.49;0.03;0;0.04;0.34;0.08;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
25;0;1.645;0.98;1;0.11;0;0.98;0.05;0;0;0;0;0.04;0;0;0.51;0.04;0;0.06;0.37;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
26;0;1.706;0.98;1;0.1;0;0.92;0;0;0;0;0;0.02;0;0;0.41;0.07;0;0.03;0.32;0.02;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
27;0;1.745;0.98;1;0.05;0;0.89;0;0;0;0;0;0.04;0;0;0.39;0.04;0;0.08;0.17;0.02;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
28;0;1.797;0.98;1;0;0;0.86;0;0;0;0;0;0.06;0;0.01;0.4;0.03;0;0.06;0.13;0.02;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
29;0;1.854;0.98;1;0;0;0.92;0;0;0;0;0;0.03;0;0.01;0.51;0;0;0.07;0.23;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
30;0;1.911;0.98;1;0.08;0;0.92;0;0;0;0;0;0.04;0;0.01;0.46;0;0;0.01;0.32;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
31;0;1.943;0.98;1;0.08;0;0.87;0;0;0;0;0;0.06;0;0;0.38;0;0;0.01;0.33;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
32;0;1.98;0.98;1;0.11;0;0.87;0;0;0;0;0;0.12;0;0;0.37;0.04;0;0.01;0.29;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
33;0;2.044;0.98;1;0.1;0;0.86;0;0;0;0;0;0.15;0;0;0.46;0.07;0;0;0.28;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
34;0;2.077;0.98;1;0.1;0;0.92;0;0;0;0;0;0.16;0;0.03;0.51;0.07;0;0;0.24;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
35;0;2.108;0.98;1;0.14;0;0.93;0;0;0;0;0;0.11;0;0.04;0.61;0.18;0;0;0.21;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
36;0;2.172;0.98;1;0.14;0;0.9;0;0;0;0;0;0.06;0;0.04;0.62;0.26;0;0;0.15;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
37;0;2.224;0.98;1;0.14;0;0.84;0;0;0;0;0;0.05;0;0.04;0.69;0.43;0;0.04;0.05;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
38;0;2.264;0.98;1;0.15;0;0.84;0;0;0;0;0;0.08;0;0.03;0.65;0.36;0;0.04;0.06;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
39;0;2.315;0.98;1;0.14;0;0.89;0;0;0;0;0;0.11;0;0.04;0.66;0.33;0;0.04;0.1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
40;0;2.348;0.98;1;0.14;0;1;0;0;0;0;0;0.11;0;0.01;0.58;0.25;0;0;0.19;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
41;0;2.382;0.98;1;0.06;0;0.88;0;0;0;0;0;0.12;0;0.01;0.53;0.18;0.02;0.03;0.26;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
42;0;2.447;0.98;1;0;0;0.74;0;0;0;0;0;0.14;0;0.01;0.5;0.1;0.05;0.03;0.32;0.01;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
43;0;2.504;0.98;1;0.02;0;0.66;0;0;0;0;0;0.09;0;0.03;0.51;0;0.05;0.03;0.39;0.09;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
44;0;2.539;0.98;1;0.02;0;0.71;0;0;0;0;0;0.09;0;0.02;0.44;0.08;0.03;0.04;0.28;0.19;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
45;0;2.573;0.98;1;0.02;0;0.76;0;0;0;0;0;0.11;0;0.02;0.35;0.19;0;0.08;0.17;0.25;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
46;0;2.605;0.98;1;0.02;0;0.82;0;0;0;0;0;0.13;0;0.01;0.39;0.19;0;0.09;0.02;0.26;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
47;0;2.637;0.98;1;0.04;0;0.92;0;0;0;0;0;0.12;0;0.02;0.48;0.11;0;0.07;0.02;0.26;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
48;0;2.668;0.98;1;0.1;0;0.99;0;0;0;0;0;0.08;0;0.06;0.56;0.03;0;0.02;0.14;0.2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
49;0;2.704;0.98;1;0.08;0;1.03;0;0;0;0;0;0.06;0;0.06;0.48;0.03;0;0.02;0.14;0.12;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
50;0;2.783;0.98;1;0.05;0;1.08;0;0;0;0;0;0.03;0;0.04;0.51;0.03;0;0;0.17;0.04;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
51;0;2.852;0.98;1;0.06;0;1.09;0;0;0;0;0;0.02;0;0.11;0.42;0;0;0;0.13;0.02;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
52;0;2.908;0.98;1;0.14;0;1.04;0;0;0;0;0;0;0;0.21;0.35;0;0;0;0.17;0.04;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
53;0;2.942;0.98;1;0.14;0;0.93;0;0;0;0;0;0.05;0;0.21;0.39;0;0.03;0;0.25;0.09;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
54;0;2.975;0.98;1;0.1;0;0.89;0;0;0;0;0;0.05;0;0.2;0.58;0;0.03;0.02;0.28;0.1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
55;0;3.039;0.98;1;0.06;0;0.89;0;0;0;0;0;0.1;0;0.1;0.62;0.01;0.03;0.02;0.3;0.09;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
56;0;3.105;0.98;1;0.06;0;0.96;0;0;0;0;0;0.1;0;0.22;0.72;0.01;0.01;0.02;0.31;0.2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
57;0;3.166;0.98;1;0.1;0;0.96;0.03;0;0;0;0;0.14;0;0.2;0.68;0.06;0.01;0.06;0.35;0.58;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Neutral
58;0;3.246;0.98;1;0.1;0;0.93;0.06;0;0;0;0;0.14;0;0.28;0.81;0.11;0.01;0.14;0.4;1.04;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Neutral
59;0;3.293;0.98;1;0.1;0;0.79;0.06;0;0;0;0;0.14;0.03;0.22;0.63;0.11;0.01;0.2;0.51;0.9;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Neutral
60;0;3.326;0.98;1;0.04;0;0.65;0.03;0;0;0;0;0.18;0.03;0.14;0.55;0.06;0.04;0.16;0.39;0.52;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Neutral
61;0;3.377;0.98;1;0;0;0.42;0;0;0;0;0;0.22;0.03;0.06;0.32;0.05;0.09;0.31;0.38;0.05;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
62;0;3.439;0.98;1;0;0;0.35;0;0;0;0;0;0.19;0.04;0.04;0.26;0.05;0.14;0.31;0.4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
63;0;3.503;0.98;1;0;0;0.27;0;0;0;0;0;0.16;0.04;0.04;0.21;0.05;0.14;0.34;0.45;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
64;0;3.568;0.98;1;0;0;0.42;0;0;0;0;0;0.13;0.04;0.07;0.35;0;0.14;0.21;0.46;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
65;0;3.629;0.98;1;0;0;0.49;0;0;0;0;0;0.15;0.01;0.03;0.41;0;0.14;0.2;0.31;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
66;0;3.69;0.98;1;0.03;0;0.68;0;0;0;0;0;0.14;0.01;0.02;0.42;0;0.12;0.22;0.24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
67;0;3.726;0.98;1;0.03;0;0.71;0;0;0;0;0;0.13;0.01;0;0.32;0;0.08;0.15;0.19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
68;0;3.771;0.98;1;0.03;0;0.71;0;0;0;0;0;0.13;0;0;0.2;0.02;0.01;0.1;0.17;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
69;0;3.802;0.98;1;0;0;0.85;0;0;0;0;0;0.1;0;0;0.15;0.02;0;0.02;0.27;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
70;0;3.838;0.98;1;0;0;0.98;0;0;0;0;0;0.09;0;0;0.2;0.02;0.02;0.01;0.3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
71;0;3.872;0.98;1;0;0;1.05;0;0;0;0;0;0.11;0;0.01;0.33;0;0.02;0.01;0.21;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
72;0;3.903;0.98;1;0;0;0.9;0;0;0;0;0;0.12;0;0.01;0.41;0;0.01;0.07;0.22;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
73;0;3.967;0.98;1;0.02;0;0.82;0;0;0;0;0;0.13;0.03;0.01;0.43;0;0;0.13;0.26;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
74;0;4.029;0.98;1;0.05;0;0.82;0;0;0;0;0;0.09;0.06;0;0.36;0;0;0.2;0.42;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
75;0;4.063;0.98;1;0.05;0;0.95;0;0;0;0;0;0.12;0.06;0;0.36;0;0;0.14;0.44;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
76;0;4.095;0.98;1;0.06;0;0.98;0;0;0;0;0;0.18;0.03;0;0.38;0.08;0;0.07;0.38;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
77;0;4.177;0.98;1;0.04;0;0.96;0;0;0;0;0;0.2;0.1;0;0.39;0.08;0.01;0.06;0.4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
78;0;4.241;0.98;1;0.04;0;0.84;0;0;0;0;0;0.23;0.19;0;0.29;0.08;0.01;0.06;0.34;0.01;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
79;0;4.303;0.98;1;0.01;0;0.74;0;0;0;0;0;0.22;0.29;0;0.24;0;0.01;0.06;0.31;0.01;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
80;0;4.363;0.98;1;0.01;0;0.79;0;0;0;0;0;0.22;0.18;0;0.14;0;0;0.09;0.19;0.01;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
81;0;4.396;0.98;1;0.01;0;0.88;0;0;0;0.01;0;0.21;0.15;0;0.08;0.05;0;0.28;0.2;0.11;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Neutral
82;0;4.432;0.98;1;0;0;0.97;0;0;0;0.02;0;0.19;0.05;0;0;0.05;0;0.31;0.21;0.14;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
83;0;4.495;0.98;1;0.03;0.03;0.96;0;0;0;0.02;0;0.19;0.11;0.07;0.17;0.05;0;0.22;0.17;0.14;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
84;0;4.559;0.98;1;0.03;0.03;0.92;0.01;0;0;0.02;0;0.25;0.12;0.07;0.23;0.02;0;0.11;0.17;0.09;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
85;0;4.639;0.98;1;0.03;0.03;0.95;0.01;0;0;0;0;0.25;0.12;0.07;0.27;0.06;0;0.15;0.28;0.06;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
86;0;4.704;0.98;1;0.05;0;0.88;0.01;0;0;0;0;0.27;0.06;0;0.23;0.09;0.01;0.15;0.37;0.06;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
87;0;4.768;0.98;1;0.05;0;0.83;0;0;0;0.01;0;0.18;0.06;0;0.2;0.07;0.03;0.16;0.37;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
88;0;4.832;0.98;1;0.09;0;0.85;0;0;0;0.01;0;0.16;0.06;0;0.3;0.03;0.09;0.1;0.22;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
89;0;4.895;0.98;1;0.07;0;0.94;0;0;0;0.01;0;0.13;0.06;0;0.29;0;0.13;0.1;0.14;0.07;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
90;0;4.954;0.98;1;0.07;0;1.01;0;0;0;0.02;0;0.18;0;0;0.3;0.02;0.12;0.05;0.12;0.12;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
91;0;4.988;0.98;1;0.08;0.02;1;0;0;0;0.04;0;0.3;0.07;0;0.16;0.08;0.07;0.12;0.22;0.13;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Neutral
92;0;5.021;0.98;1;0.1;0.1;1.03;0.03;0;0;0.04;0;0.39;0.13;0;0.04;0.1;0.01;0.21;0.3;0.06;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Neutral
93;0;5.052;0.98;1;0.15;0.12;1.07;0.03;0;0;0.02;0;0.42;0.32;0;0.06;0.12;0.04;0.25;0.37;0.07;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Neutral
94;0;5.102;0.98;1;0.17;0.11;1.11;0.03;0;0;0;0;0.39;0.43;0;0.13;0.12;0.09;0.24;0.39;0.1;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Neutral
