frame;faceId;timeStamp;confidence;success; AU01_r; AU02_r; AU04_r; AU05_r; AU06_r; AU07_r; AU09_r; AU10_r; AU12_r; AU14_r; AU15_r; AU17_r; AU20_r; AU23_r; AU25_r; AU26_r; AU45_r; AU01_c; AU02_c; AU04_c; AU05_c; AU06_c; AU07_c; AU09_c; AU10_c; AU12_c; AU14_c; AU15_c; AU17_c; AU20_c; AU23_c; AU25_c; AU26_c; AU28_c; AU45_c;Class
123;;;;;0.66;0.2;1.73;0.15;1.76;1.24;0.57;2.88;0.58;1.03;1.05;3.77;0.74;0.12;0.32;0;0.19;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
124;;;;;0.17;0;1.36;0.15;0.79;0.66;0;2.03;0.27;0.7;0.52;2.66;0.74;0.19;0.36;0.33;0.22;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
125;;;;;0.15;0;1.51;0;0.6;0.73;0.24;1.65;0.07;0;0.84;1.73;0.86;0.07;1.17;0.54;0.22;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;Angry
126;;;;;0.48;0.09;0.76;0;0.09;0.65;0.24;1.03;0;0.19;0.48;1.66;0.12;0.07;1.17;0.54;0.22;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
127;;;;;0.95;0.09;1.02;0;0.71;0.86;0.24;1.32;0.33;0.19;0.48;1.74;0.81;0.05;0.84;0.64;0.86;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;Angry
128;;;;;1.55;0.13;0.86;0.01;0.82;1.07;0;0.97;0.33;0.51;0.06;1.42;0.68;0.05;0.78;1.08;0.86;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;Angry
129;;;;;1.78;0.03;1.09;0.01;0.82;0.66;0;0.77;0.33;0.33;0;1.42;0.68;0.05;0.78;1.25;0.86;1;0;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1;Angry
130;;;;;1.45;0.03;1.08;0.7;0.2;0.39;0;0.55;0.05;0.57;0;0.79;0;0.06;1.33;1.54;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;0;0;Angry
131;;;;;0.69;0;2.01;0.99;0.66;0.93;0.06;1.55;0.1;0.56;0;1.46;0;0.06;0.91;1.96;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Angry
132;;;;;0.15;0;1.37;0.99;1.03;0.97;0.06;1.96;0.4;1.66;0;1.27;0;0.06;1.96;1.8;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Angry
133;;;;;0;0;1.13;0.31;1.03;0.97;0.06;1.63;0.35;1.42;0;1.27;0;0;1.4;1.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Angry
138;;;;;0.22;0.31;0.15;0.68;1.21;0.75;0;0.85;0.41;0.96;0;1.47;0;1.13;0.14;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Angry
139;;;;;0.22;0.31;0.29;0.68;1.27;1.96;0.21;1.04;0.41;0.96;0.12;1.96;0.15;1.13;0.14;0.79;0.27;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Angry
140;;;;;0.22;0.16;0.3;0.94;0.58;1.3;0.58;0.56;0;0.37;0.12;1.13;0.15;0.69;1.8;0.79;0.27;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;0;Angry
141;;;;;0;0;0.99;0.26;1.16;2.81;1.12;1.33;0.02;0.42;0.12;0.49;0.17;0;1.88;0.43;0.27;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1;0;0;0;Angry
142;;;;;0;0;1.85;0.26;1.96;2.93;1.2;1.69;0.05;0.42;0;0.36;0.03;0;2.34;0.45;0.29;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;Angry
143;;;;;0.2;0.5;1.93;0.84;2.19;3.55;0.83;1.88;0.12;0.75;0;0.74;0.07;0.41;1.06;0.45;0.29;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;0;0;1;Angry
144;;;;;0.2;0.5;1.26;1.5;1.63;2.14;0.29;1.62;0.37;0.99;0.21;0.91;0.04;0.41;1.13;0.77;0.29;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;Angry
145;;;;;0.2;0.5;0.7;1.5;0.84;1.65;0;1.15;0.34;0.99;0.21;0.55;0.04;0.41;1.23;0.75;0;1;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;Angry
146;;;;;0.52;0;1.76;0.66;1.32;2.33;0;1.33;0.88;1.34;0.29;0.23;0.12;0;1.31;1.23;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;Angry
147;;;;;1.52;0.59;1.77;0;1.51;2.49;0;1.31;1.21;0.96;0.31;0.79;0.35;0;1.54;0.72;0;1;0;0;1;1;1;0;1;0;1;0;0;0;0;1;1;0;0;Angry
148;;;;;1.57;0.59;1.55;0;1.86;2.51;0;1.71;1.32;1.44;0.31;1;0.35;0;0.99;1.1;0.05;1;0;1;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;Angry
149;;;;;1.05;0.59;0.93;0.04;0.92;1.21;0;0.97;0.72;0.63;0.23;0.93;0.24;0;1.4;1.7;0.05;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;Angry
150;;;;;0.05;0;0.84;0.04;0.5;1.95;0.08;0.51;0.12;0.48;0;0.57;0;0.31;0.88;1.7;0.29;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
151;;;;;0;0;0.61;0.04;0.85;1.36;0.08;0.85;0.09;0.51;0;0.36;0;0.69;0.88;1.07;0.36;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Angry
152;;;;;0.1;0;0.21;0.22;1;1.53;0.08;1.38;0.2;0.51;0.42;0.62;0;0.69;0.13;0.45;0.4;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;Angry
153;;;;;0.1;0;0.23;0.22;1.26;1.41;0;1.98;0.39;1.25;0.42;0.63;0;0.82;0.13;0.68;0.47;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
154;;;;;0.21;0;0.84;0.53;0.99;1.85;0;1.2;0.32;0.74;1.33;2.3;0;0.43;0.13;2.24;0.35;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
155;;;;;0.11;0;1.81;0.31;2.02;2.83;0.11;1.57;0.49;0.89;0.98;2.61;0.18;0.52;0.47;2.2;0.4;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;Angry
156;;;;;0.11;0;1.88;0.48;1.96;2.06;0.47;1.4;0.3;0.35;0.99;2.24;0.18;0.09;2.14;1.97;0.09;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;Angry
157;;;;;0;0;2.11;0.17;2.43;2.41;0.8;2.19;0.72;0.66;0.1;0.71;0.18;0.09;3.32;0.54;0.09;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;Angry
158;;;;;0;0;1.14;0.17;1.25;1.18;0.69;1.28;0.69;1.03;0.03;0.18;0;0.16;3.23;0.25;0.6;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;Angry
159;;;;;0.15;0;1.46;0;1.68;2.51;0.55;1.29;0.71;1.16;0.02;0.18;0;0.16;2.51;0.64;0.6;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;Angry
160;;;;;0.21;0;0.62;0;0.96;2.09;0.21;1.21;0.52;1.01;0.46;0.5;0;0.16;2.01;0.68;0.6;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;Angry
161;;;;;0.21;0.2;1.17;0;1.62;2.43;0.78;1.31;0.26;0.5;0.92;0.88;0;0;1.98;0.93;0.63;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;Angry
162;;;;;0.06;0.22;1.17;0;1.78;1.58;0.67;2.15;0.69;0.33;1.1;0.92;0;0;2.7;0.53;0.94;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;Angry
163;;;;;0.21;0.22;1.72;0;2.03;1.52;0.67;2.41;0.93;0.56;0.64;0.6;0;0.08;2.5;1.17;1.18;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Angry
164;;;;;0.74;0.01;1.46;0;1.75;1.2;0.1;3.27;1.26;1.36;0.24;0.73;0;0.08;2.14;0.8;0.55;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Angry
165;;;;;0.74;0;1.05;0;0.88;0.62;0;1.96;0.81;1.2;0.06;0.68;0;0.08;0.48;0.8;0.24;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Angry
168;;;;;0;0;1.5;0.14;0.65;1.38;0.25;0.36;0;0;0;1.16;0.78;0.21;0.49;0.27;0.01;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Angry
169;;;;;0;0;1.9;0.14;0.79;1.78;0.28;1;0;0.2;0.58;2.45;0.78;0.67;0.49;1.32;0.19;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
170;;;;;0;0;1.67;0.14;1.24;1.45;0.03;1.88;0.29;1.3;0.58;2.37;0.97;0.87;0.58;1.48;0.18;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
171;;;;;0;0;1.02;0.38;1.06;1.53;0.03;2.29;0.29;1.33;0.71;2.45;0.37;0.87;0.84;2.15;0.18;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
172;;;;;0.29;0;0.93;0.38;1.24;1.83;0;2.29;0.44;1.91;0.13;1.53;0.37;0.41;0.84;1.99;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
173;;;;;0.29;0;0.37;0.38;0.36;0.93;0;1.05;0.15;0.8;0.13;1.03;0.17;0;0.74;1.6;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;Angry
176;;;;;0;0;1.12;0.17;0.44;1.76;0.42;0.42;0;0.54;0;0.96;0.04;2.11;0;1.94;0.02;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;Angry
177;;;;;0.84;0.82;1.12;0.17;0.69;2.79;0.42;1.33;0.37;1.16;0;1.1;0.04;2.11;1.1;2.45;1.01;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;Angry
178;;;;;0.84;0.82;0.88;0;1.28;2.74;0.42;1.86;0.81;0.95;0;0.62;0.36;0.54;2.19;2.41;1.01;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;Angry
179;;;;;1.28;0.82;0.68;0.15;1.44;1.98;0;2.27;1.08;1.32;0;0.2;0.36;0;2.79;1.57;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;Angry
180;;;;;0.44;0;1.09;0.15;1.87;1.65;0;2.33;1.52;1.51;0;0.06;0.36;0;2.58;1.64;0.01;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;Angry
181;;;;;0.44;0.16;0.84;0.15;1.49;1.81;0.04;2.14;1.09;1.19;0;0.06;0;0;2.66;0.75;0.3;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;Angry
182;;;;;0;0.16;0.71;0;0.89;0.99;0.04;1.31;0.82;0.82;0;0;0;0;2.06;0.73;0.29;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;Angry
185;;;;;1.08;0.54;1.12;0;0.24;0.9;0;0.63;0;0.61;0;0.49;0.24;0;0.58;0.12;0.2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Angry
186;;;;;1.61;0.54;2.04;0;1.07;2.3;0;1.14;0;0.94;0.51;0.49;0.73;0;1.88;0.68;0.2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Angry
187;;;;;1.39;0.3;2.15;0;1.24;2.42;0;1.12;0;1.17;0.66;0.41;0.49;0;1.88;0.68;0.2;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;Angry
188;;;;;0.71;0;1.77;0.22;1.12;1.6;0;0.99;0;0.97;0.81;0.87;0.49;0.59;1.97;1.15;0.03;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;Angry
189;;;;;0.17;0;1.86;0.22;1.39;1.27;0.02;1.31;0.22;0.68;0.5;1.58;0.28;0.59;1.15;0.84;0.05;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;Angry
190;;;;;0.01;0;2.54;0.22;1.27;1.38;0.02;0.99;0.22;0.45;0.52;1.94;0.28;0.59;0.73;0.84;0.05;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;Angry
191;;;;;0.41;0;2.23;0;1.76;1.89;0.02;1.79;0.43;0.03;0.79;2.92;1.19;0.19;0.58;0.26;0.02;0;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;Angry
192;;;;;0.41;0;2.44;0;0.89;1.39;0;0.96;0.22;0.33;0.79;2.58;1.22;0.19;0.09;0;0;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;Angry
193;;;;;0.4;0;1.42;0;0.72;1.08;0;0.96;0.22;0.46;0.66;2.22;1.22;0.59;0;0.06;0.07;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;Angry
194;;;;;0;0;2.25;0;0.23;1.51;0.17;0.28;0;0.52;0.24;1.08;0.32;0.4;0;0.6;0.23;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;Angry
195;;;;;0.11;0.07;1.78;0;0.48;1.86;0.17;1.51;0.24;0.8;0.07;1.28;0;0.59;0.07;0.81;0.38;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;Angry
196;;;;;0.11;0.07;2.55;0;1.33;3.02;0.17;2.35;0.6;1.64;0.03;0.87;0.84;0.18;0.99;0.98;0.31;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;Angry
197;;;;;0.11;0.07;1.9;0;1.8;2.88;0.03;2.63;0.72;2.06;0.3;1.22;0.84;0.77;2.34;1.93;0.15;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;Angry
198;;;;;0;0;1.15;0;1.97;2.74;0.03;2.03;0.66;1.5;0.3;0.66;0.87;0.79;2.66;1.88;0.02;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;Angry
199;;;;;0.18;0.48;0.25;0.21;1.13;2.19;0.03;1.53;0.3;0.59;0.41;1.15;0.03;0.79;1.84;2.48;0.02;0;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;Angry
200;;;;;0.18;0.66;0.81;0.21;0.79;2.07;0;0.96;0.19;0.38;0.13;1.16;0.35;1;0.65;1.5;0.02;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;Angry
201;;;;;0.18;0.66;1.18;0.21;0.95;2.77;0.02;0.53;0.07;0.55;0.28;1.76;0.32;0.84;0.64;1.33;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;Angry
202;;;;;0;0;1.11;0;2.43;4.4;0.06;0.57;0.2;0.67;0.52;1.8;0;0.14;1.16;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;Angry
1;;;;;0;0;3.76;0;1.99;3.28;0;2.44;0.25;2.44;1.57;1.74;1.3;0.69;1.26;0.4;0.31;0;0;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;Disgust
2;;;;;0.19;0;3.76;0;2.16;3.7;0;2.54;0.37;1.79;2.46;1.11;0.43;0.76;0.71;2.19;0.21;1;0;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;0;Disgust
3;;;;;0.19;0;3.42;0;2.51;3.69;0.46;2.59;0.77;1.96;1.94;0.67;0;0.55;1.57;2.45;0.11;0;0;1;0;1;1;0;0;0;1;1;0;1;0;1;1;1;1;Disgust
4;;;;;0;0;3.19;0;2.65;3.89;1.12;2.22;0.93;2.3;0.27;0.49;0.28;0.67;1.7;2.21;0;0;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;1;Disgust
5;;;;;0.25;0.14;2.92;0;2.46;3.65;1.12;2.31;0.76;1.59;0;0.73;0.47;0.41;2.16;1.07;0.09;0;0;1;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;Disgust
6;;;;;0.38;0.14;2.19;0;2.19;3.59;1.03;1.85;0.39;0.78;0;0.59;0.47;0.38;1.73;0.75;0.32;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;1;Disgust
7;;;;;0.87;0.14;1.63;0;1.61;3.65;0.47;1.45;0.35;0.43;0;0.28;0.19;0;2.7;0.65;0.32;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;Disgust
8;;;;;0.62;0;1.84;0;1.54;3.83;0.47;1.76;0.23;0.34;0.14;1.22;0.35;0;2.2;0.8;0.23;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;1;Disgust
9;;;;;0.49;0;2.36;0;1.44;4.21;0.33;2.24;0.12;0.81;0.14;1.28;0.35;0;1.76;1.06;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;Disgust
10;;;;;0.08;0;2.52;0;1.37;3.38;0.23;1.88;0;0.79;1.79;2.15;1.18;0.06;0.67;0.86;0.78;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;Disgust
11;;;;;0.08;0;2.15;0;1.31;2.71;0.23;1.09;0.35;0.67;1.81;0.93;0.83;0.06;0.59;1.04;0.78;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;Disgust
12;;;;;0.08;0.07;1.46;0;0.67;2.2;0.26;0.35;0.41;0.39;1.81;1.02;0.83;0.41;0.19;0.71;1.06;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;Disgust
13;;;;;0.68;0.07;1.32;0;0.55;1.96;0.26;0.49;0.72;0.42;0.17;0.14;0;0.35;0.65;1.44;0.5;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;Disgust
14;;;;;1.41;0.38;0.56;0.03;0.31;2.23;0.26;0.97;0.37;0.39;0;0.48;0;0.35;0.46;0.86;0.82;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;Disgust
15;;;;;1.9;0.73;0.56;0.59;0.47;1.54;0;1.67;0.42;0.03;0;1.47;0;0.68;0.46;0.86;0.54;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;Disgust
16;;;;;1.22;0.73;0.05;0.59;0.54;1.71;0.29;1.74;0.1;0;0;1.47;0;0.8;0.56;0.87;0.5;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;Disgust
17;;;;;0.61;0.41;0.21;0.56;0.93;2.19;0.49;1.78;0.62;0;0;1.39;0.48;0.94;0.81;0.74;0.18;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;Disgust
18;;;;;0.12;0;0.21;0;1.3;3.64;1.41;1.25;0.8;0.03;0;0.25;0.48;0.27;1.9;0.74;0.18;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;Disgust
19;;;;;0.12;0;0.68;0;1.89;4.11;1.12;1.88;1.14;0.31;0;0.42;1.02;0.14;1.34;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;Disgust
20;;;;;0;0;0.47;0;1.27;2.7;0.92;1.16;0.63;0.31;0;0.16;0.54;0;1.09;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;Disgust
22;;;;;0.12;0;1.02;0;0.19;0.1;0;0.95;0;0.16;0.83;0.76;0;0;0.08;0.54;0.25;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Disgust
23;;;;;0.12;0;1.07;0;0.19;0.73;0;1.11;0;0.16;1.09;0.96;0;0;0.08;1.02;0.25;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Disgust
24;;;;;0.12;0;0.33;0.16;0.14;0.73;0;1.58;0.09;0.29;0.71;1.39;0;0;0.81;1.02;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Disgust
25;;;;;0.52;0;1.01;0.16;0.4;1.46;0;1.5;0.09;0.29;0.85;0.85;0.46;0.03;1.39;0.48;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Disgust
26;;;;;0.52;0;0.96;0.16;0.4;0.83;0;1.34;0.09;0.29;0.59;0.66;0.46;0.03;1.39;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Disgust
29;;;;;0.33;0;0.44;0.02;0;0.84;0.05;0.95;0;0.07;0.01;0.4;0.36;0;1.62;0.46;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Disgust
30;;;;;0.33;0;0.44;0.02;0;1.5;0.05;1.2;0;0.07;0.01;0.4;0.36;0;1.62;0.89;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Disgust
31;;;;;1.51;0.74;0.16;0.47;0;1.08;0;0.89;0.14;0.43;0.14;0.28;0;0;0.99;0.6;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Disgust
32;;;;;1.87;0.74;0.71;0.47;0.42;2.02;0;0.69;0.23;0.36;0.74;1.38;0;0;0;1.48;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;Disgust
33;;;;;1.9;0.74;0.71;0.47;1.11;2.47;0.16;1.46;0.71;0.47;0.74;1.69;0;0;0.64;1.05;0.55;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;Disgust
34;;;;;0.57;0;1.46;0;1.7;3.38;0.52;1.4;0.57;0.88;1.25;1.4;0;0;1.44;1.02;1.21;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Disgust
35;;;;;0.04;0;1.21;0.55;1.28;2.66;0.7;1.83;0.47;1.14;0.66;0.91;0;0;1.58;0.62;1.21;1;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;Disgust
36;;;;;0;0;1.21;0.55;0.76;1.6;0.54;1.18;0;1.03;0.66;0.6;0;0;0.94;0.62;0.67;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;Disgust
37;;;;;0.29;0;1.56;0.55;0.79;1.78;0.18;1.75;0.04;0.27;0;1.48;0;0;0.95;1.65;0.16;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;Disgust
38;;;;;0.29;0;1.17;0;0.79;1.38;0;1.05;0.04;0;0;0.88;0;0;0.81;1.03;0.16;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;Disgust
40;;;;;0;0.14;0.96;0;1.42;1.97;0;1.11;1.04;0.77;0;0;0.4;0;1.8;0.84;0.04;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Disgust
41;;;;;0;0.14;0.96;0;1.42;2.63;0;1.37;1.04;0.77;0;0;0.4;0;1.8;1.26;0.04;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Disgust
42;;;;;0;0;1.57;0;1.16;3.11;0;1.14;0.52;0.53;0.16;0.33;0.02;0;1.42;1.84;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Disgust
43;;;;;0;0;0.97;0;0.24;1.9;0;0.31;0;0;0.16;0.33;0.02;0;0.14;1.1;0.01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Disgust
46;;;;;0.08;0;1.44;0;0.85;1.63;0.27;1.41;0;0.23;0.71;1.13;0.88;0.19;1.19;0.98;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;Disgust
47;;;;;1;0.3;2;0.81;0.92;1.63;0.27;1.77;0.17;0.94;0.71;1.57;1.76;0.21;1.2;1.05;0.01;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;Disgust
48;;;;;0.92;0.3;1.7;0.81;1.49;2.12;0.57;2.29;0.75;1.16;0.15;1.66;1.29;0.02;0.34;1.32;0.01;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;Disgust
49;;;;;1.27;0.3;2.28;0.81;1.42;2.24;0.3;1.99;0.75;1.51;0.23;1.44;1.37;0.02;0.02;0.39;0.01;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;Disgust
50;;;;;0.68;0.23;1.74;0;1.35;2.24;0.3;1.63;0.58;0.92;0.23;1.51;0.48;0;0.21;1.29;1.01;1;1;1;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;Disgust
51;;;;;0.68;0.23;2.4;0;0.44;1.27;0;0.61;0;0.7;0.58;1.88;0.75;0;0.71;2.5;1.17;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;Disgust
52;;;;;0.32;0.23;2.06;0;0.04;1.34;0.26;0.15;0;0.12;0.42;2.15;0.27;0.17;0.71;2.55;1.3;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Disgust
53;;;;;0;0;2.03;0;0.04;1.34;0.26;0.15;0;0;0.42;1.64;0.27;0.17;0.5;1.58;0.29;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;Disgust
56;;;;;0;0;0.35;0;1.08;1.7;0.2;1.2;0.45;1.07;0.09;0.19;0.43;0;0.63;0.43;2.19;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Disgust
57;;;;;0;0;0.35;0;1.38;2.15;0.2;1.81;0.88;1.07;0.15;0.19;0.43;0;1.26;0.43;2.25;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Disgust
58;;;;;0;0;1.39;0;1.49;2.39;0.38;1.7;0.79;1.08;0.06;0.2;0.28;0;0.95;0;1.37;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;Disgust
59;;;;;0.38;0.11;1.21;0;1.35;1.78;0.18;1.6;0.57;0.38;0.45;1.01;0.28;0.08;1.14;0.12;0.06;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;Disgust
60;;;;;0.38;0.11;2.65;0;1.6;2.22;0.51;2.04;0.15;0.53;0.39;1.46;0.28;0.32;0.51;0.93;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;Disgust
61;;;;;0.38;0.11;1.44;0;0.71;1.32;0.33;1.89;0;0.27;0.65;1.51;0;0.32;1.32;1.68;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;Disgust
62;;;;;0;0;1.89;0;0.88;1.87;0.9;1.51;0;0.18;0.25;0.79;0;0.25;1.13;1.56;0.01;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;Disgust
63;;;;;0.23;0;0.45;0;0.76;1.33;0.57;0.79;0;0.03;0.91;0.49;0;0;1.31;0.97;0.73;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Disgust
64;;;;;0.23;0;0.84;0;1.27;1.64;0.57;0.97;0.58;0.6;0.65;0.61;0;0;0.18;0.23;0.93;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Disgust
65;;;;;0.25;0.12;0.39;0.65;1.16;0.94;0;1.01;0.68;0.79;0.65;0.64;0;0.65;0.18;0.23;0.93;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;Disgust
